matcher,ntypes,max_len,lambda,wall,cpu,inferences
match_list_ns,basic,18,3,13.20354700088501,13.1875,137212783
match_list_ns,basic,18,3,13.190579891204834,13.09375,137212783
match_list_ns,basic,18,3,13.19552206993103,13.078124999999943,137212783
match_list_ns,basic,18,3,13.089818000793457,13.078125,137212783
match_list_ns,basic,10,4,0.4191708564758301,0.421875,4140248
match_list_ns,basic,10,4,0.4036891460418701,0.375,4140248
match_list_ns,basic,10,4,0.48493194580078125,0.4375,4140248
match_list_ns,basic,10,4,0.3980529308319092,0.390625,4140248
match_list_ns,basic,10,4,0.4016871452331543,0.40625,4140248
match_list_ns,basic,12,4,0.6812608242034912,0.65625,7420454
match_list_ns,basic,12,4,0.7160241603851318,0.703125,7420454
match_list_ns,basic,12,4,0.6925199031829834,0.671875,7420454
match_list_ns,basic,12,4,0.7096130847930908,0.71875,7420454
match_list_ns,basic,12,4,0.7774918079376221,0.671875,7420454
match_list_ns,basic,14,4,1.2029411792755127,1.203125,12678640
match_list_ns,basic,14,4,1.205021858215332,1.21875,12678640
match_list_ns,basic,14,4,1.2011380195617676,1.1875,12678640
match_list_ns,basic,14,4,1.2787160873413086,1.265625,12678640
match_list_ns,basic,14,4,1.4535338878631592,1.4375,12678640
match_list_ns,basic,16,4,2.556004047393799,2.5625,27381149
match_list_ns,basic,16,4,2.6093780994415283,2.609375,27381149
match_list_ns,basic,16,4,2.567371129989624,2.546875,27381149
match_list_ns,basic,16,4,3.0450668334960938,3.03125,27381149
match_list_ns,basic,16,4,2.6357860565185547,2.625,27381149
match_list_ns,basic,18,4,7.904323101043701,7.875,83239117
match_list_ns,basic,18,4,7.979938983917236,7.921875,83239117
match_list_ns,basic,18,4,8.19043493270874,8.125,83239117
match_list_ns,basic,18,4,7.894071102142334,7.890625,83239117
match_list_ns,basic,18,4,8.114634990692139,8.046875,83239117
match_list_ns,basic,12,5,0.975693941116333,0.984375,10278283
match_list_ns,basic,12,5,0.9666550159454346,0.953125,10278283
match_list_ns,basic,12,5,1.0818760395050049,1.0625,10278283
match_list_ns,basic,12,5,0.9932160377502441,0.96875,10278283
match_list_ns,basic,12,5,0.974700927734375,0.96875,10278283
match_list_ns,basic,14,5,1.7558009624481201,1.734375,18064161
match_list_ns,basic,14,5,1.7731702327728271,1.765625,18064161
match_list_ns,basic,14,5,1.696617841720581,1.671875,18064161
match_list_ns,basic,14,5,1.7183260917663574,1.71875,18064161
match_list_ns,basic,14,5,1.6619348526000977,1.671875,18064161
